"","cg1","cg2","cg3","cl1","cl2","cl3","cw1","cw2","cw3","sg1","sg2","sg3","sl1","sl2","sl3","sw1","sw2","sw3"
"WBGene00000179",50.339892,49.682894,61.338544,57.793837,49.92749,66.420789,51.841032,42.776026,33.11785,8.239434,10.37925,9.950295,18.793907,2.064717,5.8333,14.870139,13.950888,11.708296
"WBGene00000180",11.432133,10.846612,10.337045,11.577968,9.834314,7.588282,7.77275,7.091815,4.970014,2.536369,0,6.538934,6.01081,8.482676,15.222401,5.283435,6.670268,21.298944
"WBGene00000181",157.247752,158.608018,195.600944,161.135005,151.226208,188.716664,157.003952,151.17116,178.011708,50.144558,299.858729,78.712516,54.660842,39.290319,35.490496,40.471624,46.759808,62.572734
"WBGene00000182",0.054134,0,0.061881,0,0,0,0,0,0,74.777987,176.194935,80.757652,106.177936,112.401213,71.672591,65.364704,101.199251,66.548324
"WBGene00000183",349.112221,337.785715,317.2156,390.418448,362.615219,221.19445,354.229741,375.516157,183.66568,65.090482,0.656468,82.325241,102.141348,29.396463,52.485035,67.048942,93.182523,60.195874
"WBGene00000184",26.602233,23.790793,20.118695,27.241264,28.083397,14.639839,25.769632,22.108852,13.932758,7.23133,0.021668,1.605428,4.67587,1.630142,2.558681,5.192126,6.128654,2.281784
"WBGene00000186",5.191616,4.738214,4.151714,5.383539,5.286362,2.453852,2.964354,3.074527,1.580228,2.075766,15.344795,1.87187,4.062479,0.683887,2.7539,2.047509,10.775656,2.492809
"WBGene00000187",0,0,0,0,0,0,0,0,0,4.847599,26.51003,12.608989,4.880426,12.137297,7.205889,0,4.235316,8.537809
"WBGene00000188",1.258557,1.27,0.991767,1.254466,1.015472,0.69032,0.848301,0.558149,0.252797,0,0,3.706109,44.219209,41.699453,104.574283,36.563178,36.707461,27.67244
"WBGene00000189",12.381382,11.339816,12.544137,13.515858,11.617273,13.491986,12.099844,9.543595,10.144668,3.967428,0,9.280409,4.928,0,6.112405,3.315057,14.163809,36.722046
"WBGene00000190",13.842221,14.972859,9.383438,16.521017,14.942284,7.398492,14.876425,12.0339,5.688867,19.852246,0,58.112601,31.352361,26.990155,14.033467,50.395814,26.476856,17.483941
"WBGene00000191",2.977245,3.061078,2.492554,3.393871,2.687997,1.149212,1.689045,0.820064,1.98367,0.134247,0,13.461825,13.929622,42.064803,28.285101,14.112511,17.983332,15.730535
"WBGene00000192",36.804385,33.130829,33.985646,41.845293,45.490077,25.188528,42.690341,37.669692,17.020325,18.627642,0.032914,11.667822,18.447861,28.209222,17.340628,21.677384,37.055096,27.062084
"WBGene00000193",0.716377,0.500286,0.250132,0.948481,0.500026,0.289146,0.877191,0.529849,0.063371,0,0,0,0.036617,0.160296,4.655268,0,0,0
"WBGene00000195",7.978126,8.130117,7.309219,7.715302,6.990287,4.97069,6.023147,5.548722,4.845369,1.137342,0.028388,2.762173,19.56108,41.290984,38.751693,20.778659,13.36494,11.416289
"WBGene00000196",7.890281,6.961167,7.23529,9.074053,8.568692,6.777704,5.198705,4.282817,4.537053,10.30489,67.149406,14.826995,35.521777,16.292774,20.287328,24.911454,37.395179,20.753651
"WBGene00000197",0,0,0,0,0,0,0,0,0,0,0,20.063798,22.639743,0,0,0,5.563998,0
"WBGene00000198",161.189341,154.771214,189.653228,183.831942,170.896331,172.676568,156.847823,155.674581,78.525676,19.509975,5.317884,39.852589,59.843495,31.415942,41.372566,52.42327,59.940563,14.130579
"WBGene00000199",32.952915,31.23003,29.016019,36.589192,36.198928,21.14505,29.305699,28.068117,16.999328,9.603981,47.848111,14.877447,20.476551,11.021941,14.048126,15.696902,21.192957,14.830077
"WBGene00000200",36.340522,34.256065,32.443734,40.222742,40.237875,25.297323,31.647608,31.039961,18.207043,5.49408,0,21.17837,30.142675,18.080859,12.876289,21.378599,35.493344,11.580233
"WBGene00000201",35.577711,36.257584,32.714519,42.484789,40.321685,25.489654,32.632123,34.197915,22.317916,11.027401,0.021438,13.446967,17.988436,5.431708,12.835198,17.445899,27.683027,3.238989
"WBGene00000202",24.657471,21.915967,27.621021,27.172506,30.131416,27.361594,21.832452,22.080286,11.497758,0.287096,0,3.130866,3.6036,2.734395,3.008449,4.089596,2.702824,2.023657
"WBGene00000203",54.14764,52.380736,48.803927,53.737994,54.504536,47.64582,49.516718,50.66357,58.657456,26.257905,14.764304,10.076662,14.97756,9.770732,5.753663,12.830393,17.977098,10.380143
"WBGene00000204",46.704756,43.400009,45.441929,48.543121,49.697355,33.961542,51.220305,40.46608,31.835997,15.949591,33.009329,6.360444,11.990817,1.289272,2.826685,8.638091,12.742025,0
"WBGene00000205",32.394565,31.945571,27.593831,36.827825,34.579368,29.425172,35.827614,33.632717,34.167297,13.554109,0,10.116964,12.069809,6.66444,9.309663,12.026881,17.82802,21.417957
"WBGene00000206",14.162815,30.170145,10.359747,20.962697,37.105346,15.37708,47.127338,47.564651,63.001447,25.554061,0,31.627503,61.199328,26.717386,34.863514,38.893754,73.566215,10.888269
"WBGene00000207",0.655031,1.914595,0.799646,1.837281,1.258056,0.546597,2.510627,1.731837,73.774972,167.742803,0.117089,83.859741,168.508689,56.125484,64.491226,74.893984,75.224908,92.143331
"WBGene00000208",18.839815,16.24827,17.879754,17.673629,19.636102,14.365046,16.706092,17.803367,13.448567,8.942425,0.055612,13.135713,24.132266,21.898814,23.489821,14.58719,27.354118,3.597913
"WBGene00000209",400.597773,396.115835,481.038593,431.71006,446.720866,508.037799,450.006552,464.905063,543.965213,341.216394,62.490364,59.084964,106.968125,20.526935,31.562729,110.689877,112.623373,76.120049
"WBGene00000210",616.313409,652.199522,734.738759,573.425735,562.175989,704.302439,530.817286,560.979185,753.134655,385.995773,26.83683,87.923066,96.983038,61.846377,40.701426,129.130995,59.025773,174.660583
"WBGene00000211",2.245711,2.908253,0,3.094169,3.029562,2.75608,2.39601,2.494455,0.998799,0,0,1.754099,4.995522,0,0,2.654926,1.509047,0.120199
"WBGene00000212",10.027348,8.996557,3.389167,8.255676,8.454481,3.898363,7.770668,5.265998,1.252701,1.175731,0,4.454349,3.513725,0.79986,1.329257,2.689459,2.896561,0.007773
"WBGene00000213",1.215887,1.1959,0.408339,0.021686,0.087459,0.449036,0.081711,0.073552,0.086211,0,0,15.700988,0.575158,0.106388,0,0.386459,0.625324,0
"WBGene00000214",0,0,0,0,0,0,0,0,383.011975,463.174723,643.392501,588.968977,772.1841,160.258659,209.509849,870.472711,442.913307,263.935537
"WBGene00000215",557.149427,542.613216,490.699868,518.581925,488.95212,436.861672,481.134019,492.617649,186.654176,72.935208,419.880146,182.374174,192.104959,43.692451,55.997489,227.769061,131.51757,94.977351
"WBGene00000216",1300.278696,1314.337772,1305.525916,1080.144175,1085.182799,1305.372362,1018.684791,1135.572627,656.138763,235.914188,1549.824291,3293.939449,1281.600418,266.495195,581.325855,1863.380965,1190.231764,333.779434
"WBGene00000217",219.813933,232.504638,269.667357,248.641483,229.320747,283.40321,189.892326,184.499815,99.176634,30.693213,305.90757,712.602945,349.465594,94.768772,151.816485,327.155296,204.546156,432.921893
"WBGene00000218",0,0,0,0,0,0,0,0,0,64.954333,0,0,91.794627,32.130056,0,0,21.298867,0
"WBGene00000219",1767.682268,1819.372569,1778.875041,1309.231726,1299.536183,1532.588086,1158.033695,1337.94347,636.562436,190.82538,280.765169,425.852529,257.989573,39.388255,51.294027,308.972381,142.718936,99.640743
"WBGene00000220",12.092798,9.804482,9.133701,10.015208,8.152197,4.883623,7.372344,7.121203,6.245045,1.062796,0,5.817421,2.524908,0.205849,2.67847,0.485286,0.737832,0.005654
"WBGene00000221",92.20441,94.634979,53.167484,100.390917,97.727371,48.830911,92.853009,76.155258,39.062584,4.127464,0.014862,142.730327,86.295605,97.736586,56.824263,78.933111,66.132328,124.40467
"WBGene00000222",4.845709,4.940882,2.838258,5.250584,4.150286,1.958371,2.653991,2.289231,0.765681,0.05911,0,0.945493,1.929065,0.024059,1.031042,2.865984,2.113926,0
"WBGene00000223",31.978528,28.521734,31.936219,36.081099,36.885194,20.277479,28.296497,23.684273,13.773309,14.399804,70.363388,12.515838,36.690352,37.900069,36.320668,30.595263,56.314798,19.874865
"WBGene00000224",28.006348,28.644431,29.601065,27.341701,23.138554,21.073569,21.575033,18.418541,15.081531,7.670221,10.540823,12.675147,27.839253,11.495277,22.424539,19.680931,26.099479,25.472789
"WBGene00000225",18.648625,17.074623,11.056811,21.644704,18.911974,7.307576,14.031867,9.680308,3.213013,0.663198,0,1.531835,5.113611,0.623327,3.849529,4.187858,4.561325,0.003554
"WBGene00000226",4.33985,4.104094,4.367435,6.80227,6.031081,3.215246,2.682324,2.09461,1.759578,3.067592,0.09191,2.195982,13.788323,16.093806,8.476915,7.085615,15.127638,0
"WBGene00000227",2.971261,2.984676,2.250025,3.453499,3.455803,2.212808,1.870913,1.528788,1.047907,0.418583,0,1.774026,4.52343,0.331178,3.612093,2.822018,5.757143,2.618123
"WBGene00000228",65.211095,62.276814,108.051078,72.22914,67.638778,70.044394,46.894421,44.519023,33.475231,15.013752,62.393767,23.070027,41.143702,5.26119,15.719655,18.057026,22.432552,43.110356
"WBGene00000229",989.588828,938.215979,1087.396293,976.748954,1000.640404,938.97645,821.884731,927.303689,749.059716,207.034366,346.882083,344.672899,567.999289,112.185426,239.7053,414.060606,456.05213,264.130127
"WBGene00000230",660.328603,642.999761,684.144292,630.371321,631.601024,560.935783,596.279821,593.565395,537.715071,295.925956,232.693404,198.914128,289.066846,122.588692,135.13453,176.152238,206.568482,152.435747
"WBGene00000231",34.63052,28.884023,25.208939,36.476035,37.044717,20.376302,22.047279,23.360814,11.751481,3.155764,8.905149,15.464033,29.536948,8.023688,15.067626,21.418761,49.511679,8.379693
"WBGene00000232",2.462528,2.449305,3.427448,3.839725,2.505347,1.509863,2.038916,1.709186,0.648679,11.875806,2.63701,0.378235,10.754521,24.44057,7.418652,11.791699,7.532357,8.756909
"WBGene00000233",6.225795,6.753316,4.314033,4.422634,5.560991,3.154039,3.121863,1.525474,1.999359,0,105.543692,6.649746,27.853365,34.575494,15.200787,15.08479,12.948434,9.268008
"WBGene00000235",155.430082,144.040105,167.21313,196.181902,166.85491,180.226728,179.923896,143.994763,163.7511,221.172161,230.92531,41.777109,97.023821,129.403115,168.892074,83.521406,104.075076,107.454722
"WBGene00000236",36.203165,31.661034,43.527742,37.277142,40.774825,43.597311,39.946923,33.531971,51.040727,25.453241,0,13.070878,11.244704,5.654287,8.520719,12.651937,19.530628,12.802096
"WBGene00000237",7.31671,7.416442,4.059886,7.051507,6.036327,2.391911,3.942961,3.814374,1.067691,0.500356,0.007589,3.007832,6.217431,5.780952,5.256439,7.563742,5.841472,1.551261
"WBGene00000238",4.920243,4.726336,4.312166,5.355558,4.261836,2.527267,3.049942,2.103512,1.577555,0.959565,0.036202,2.021665,3.888533,0.530578,0.321019,3.625638,3.510761,1.589195
"WBGene00000239",12.728205,11.065339,15.859863,14.206953,12.714439,17.245659,11.829232,12.022821,9.810031,6.21814,0,2.479371,7.753387,0.139834,2.358945,5.609816,2.08065,0
"WBGene00000240",32.250057,33.373097,25.129722,38.120906,32.363189,23.147551,30.820839,22.782222,18.938782,7.438362,179.790428,61.316342,63.712667,32.047802,10.235878,44.519393,87.031563,220.614407
"WBGene00000241",0.434405,0.280778,0.145224,0.507486,0.358047,0.055958,0.134023,0.23438,0.067453,0,0,0.115885,7.85173,0.35365,0.197765,6.578199,1.097004,0
"WBGene00000242",0.137937,0.297015,0.072244,0.22381,0.144419,0.075393,0.118527,0.109309,0.005084,0,0,0.242126,2.808446,6.028904,0.400813,4.814674,1.333617,0
"WBGene00000244",0.633945,0.630874,0.48697,0.543103,0.641609,0.271867,0.520907,0.267932,0.161228,0.522763,0,0.964413,13.593179,0.226961,4.848058,12.590314,5.623952,0.00896
"WBGene00000245",16.781831,15.928152,18.173874,15.512299,13.373947,15.303332,19.278238,8.591017,12.893158,11.729372,0,10.082092,5.313112,4.056006,3.168752,6.287198,4.926483,6.786972
"WBGene00000246",4.774709,4.545345,2.299417,6.466058,3.460895,3.503577,3.558791,1.617734,1.694407,0,0,2.458888,0.8448,0.108941,1.868243,0.951816,1.39318,0.155741
"WBGene00000247",11.58726,11.16998,16.188335,13.735932,12.608077,12.599615,8.988576,7.728963,8.903004,2.488099,0.011163,13.761703,20.230195,19.079147,8.142437,19.306509,25.72007,0.657126
"WBGene00000248",14.785428,13.695828,15.533532,17.764871,18.098498,8.367231,14.19971,14.470384,6.799676,16.344908,178.733126,4.171902,51.520305,73.360242,80.340999,36.813192,76.624522,25.715369
"WBGene00000249",29.586744,28.240435,25.894458,42.636776,37.243741,23.680006,35.234285,24.680136,25.117972,16.229535,0,13.081277,24.064807,58.733376,21.634443,17.030937,30.72111,31.364335
"WBGene00000250",4.254774,4.090689,4.029462,8.329672,9.072136,3.764,7.324652,5.265413,4.150492,10.36016,0,3.916969,7.611712,1.565003,7.020798,1.446935,14.21748,0
"WBGene00000251",36.758434,26.997098,30.820333,35.023904,27.730231,11.150546,28.869997,39.439463,2.655216,0.430476,0,40.120404,1.677687,0.570883,14.483607,1.316905,2.223696,14.629518
"WBGene00000252",290.593826,249.009816,443.519195,272.050422,270.563852,248.036152,275.984514,529.932507,135.326586,34.636591,171.868733,1184.18422,82.385251,18.104381,255.609668,27.27998,22.909006,237.850094
"WBGene00000253",6.323986,5.599392,3.856517,7.180303,6.368586,2.566389,3.707685,3.1473,0.872201,3.117032,0,2.237483,4.615852,1.614318,0.037406,1.288274,1.385657,0
"WBGene00000254",48.052569,40.451893,42.89245,55.431076,53.009455,21.828764,34.878233,36.176194,7.295106,1.236134,0.184387,14.855451,23.039975,2.505841,6.389115,12.326527,39.409602,2.217191
"WBGene00000255",6.906634,6.353519,10.760125,6.389315,6.240098,8.490385,8.710104,8.612631,4.279858,1.060047,0.192694,8.176076,2.5536,3.012394,8.418449,14.036898,2.578373,0.564914
"WBGene00000256",504.088416,509.026457,415.063604,683.171552,791.516649,162.231715,697.094205,1457.405439,100.451133,21.840616,440.387801,6961.078194,840.920701,234.86779,4796.91177,296.381052,1131.596187,3135.106817
"WBGene00000257",10.271097,10.244216,11.03666,13.644172,17.502348,6.12442,10.649053,10.726981,2.503369,5.781156,0.289778,1.611199,0,1.654147,2.528129,3.547461,0.501575,0.749698
"WBGene00000259",7.24918,6.494497,7.19972,9.068226,8.439145,6.944495,5.882509,4.375359,5.082407,6.54909,53.022049,22.298622,41.025958,77.49067,39.843796,45.336687,63.689238,10.277199
"WBGene00000262",4.40387,4.03981,3.961451,3.923959,3.12597,3.201012,2.934344,2.484309,3.053826,1.823737,0,1.459953,4.253977,5.578396,7.275734,4.193654,5.616258,4.441628
"WBGene00000263",867.527924,880.062883,823.162686,826.312359,821.30879,806.525964,921.718489,883.298755,1096.547543,549.20544,92.975535,81.233267,144.235516,30.079117,71.689779,136.522975,124.734421,68.837443
"WBGene00000264",3.776272,3.469744,2.903489,6.305389,6.831662,2.436485,3.944421,3.35505,2.263521,2.393452,0,1.204912,3.335409,0.381382,2.046564,2.260342,8.760146,0.113155
"WBGene00000265",0,0,0,0,0,0,0,0,0,0,53.652225,0,0,0,0,0,0,0
"WBGene00000266",39.670905,40.172654,47.406565,45.838536,40.608563,50.826224,36.813472,32.280142,30.521851,15.314264,0,53.398004,64.160361,27.160717,15.260668,42.408964,18.431832,64.461628
"WBGene00000267",1.84843,1.544993,1.591927,2.518993,1.787169,1.219302,1.127673,0.652463,0.77629,0.089835,0,0.4812,1.082275,0,0.137186,0.192161,0.820966,0
"WBGene00000268",21.232918,19.680664,13.731543,29.125868,29.345488,7.584812,17.830651,14.693948,2.073197,1.626282,0.019567,5.339969,13.01947,8.985529,18.614406,6.475654,21.124555,3.985363
"WBGene00000269",8.319483,7.761959,6.725824,9.85772,9.317794,4.619822,5.93902,6.791322,2.166285,0.020864,0,2.48404,7.156645,1.264614,10.601848,2.294366,5.653619,18.935356
"WBGene00000270",6.110047,6.696799,6.064395,7.890338,7.384371,5.780053,5.349193,4.244161,2.952725,4.338147,0,17.238663,21.297742,0.064079,17.709241,20.522945,40.027328,2.469109
"WBGene00000271",7.29919,6.952989,5.336529,9.849685,10.464247,3.990007,7.061308,5.253124,3.014323,0.726397,11.278693,3.063446,7.304028,3.981907,4.02292,3.483149,19.640996,0
"WBGene00000272",1.287485,1.448587,0.724263,1.058429,0.873693,0.324787,0.391821,0.472349,0.506186,0,0,0.693535,0.219361,0,0,1.228291,0.295136,0.060659
"WBGene00000273",97.02724,88.775235,84.47269,106.480697,105.970021,47.386357,84.330394,77.687058,1.717871,0,0,14.52337,25.985887,3.742994,6.256213,13.791192,11.789231,0
"WBGene00000274",5.43662,5.207732,4.674739,6.920061,6.86427,3.363338,4.182263,4.259117,2.432069,1.054222,0.00974,3.076558,7.846755,1.461456,4.560341,3.57055,12.260019,0.043397
"WBGene00000275",16.512166,15.521373,16.509073,22.987853,27.580493,12.483841,17.892568,18.619139,9.775859,1.88989,1.033758,9.139637,22.014069,1.101059,12.5726,12.176883,35.67083,1.432904
"WBGene00000276",58.614038,54.188214,49.841681,64.412208,59.683083,42.349273,47.076342,41.747235,35.676351,38.300566,88.67826,22.967923,35.643739,14.527117,13.812266,26.749794,38.49682,11.752086
"WBGene00000277",8.462096,4.170687,10.432695,7.683378,5.652677,3.463395,0,0,1.022904,27.758549,81.375005,1.828379,35.141384,120.480524,100.079264,207.103365,63.718396,127.858508
"WBGene00000279",1.235011,1.464584,0.976347,1.687781,1.512617,0.899378,1.396615,0.738633,0.649315,0.409141,0,1.569364,16.76109,29.782661,20.1073,12.030695,13.084086,0
"WBGene00000280",1.724846,1.653424,1.516995,1.767897,1.754786,0.948227,1.226957,0.876854,0.38865,6.932799,0,0.620226,12.139099,64.227872,11.044884,19.800182,9.064214,17.056577
"WBGene00000281",56.518574,58.387416,51.103847,54.280555,48.433069,52.984353,48.86903,43.742661,39.125169,9.502111,63.610927,212.203853,44.487371,55.368626,45.843038,58.686984,70.169396,101.276944
"WBGene00000282",132.085918,125.446616,104.80282,140.477039,127.660167,78.328143,124.800062,99.685549,99.283003,19.451735,92.904007,33.353593,74.169439,46.391144,42.928219,84.108839,64.692668,54.131219
"WBGene00000283",24.083611,21.961961,22.748779,25.328172,24.408705,21.807722,24.203577,20.509631,10.149258,11.848329,0,4.10283,19.308853,1.071218,4.818697,8.689447,8.307521,19.11001
"WBGene00000284",4.294413,4.099001,3.595721,3.663639,3.239043,1.657064,3.332039,2.205314,2.04314,4.970185,54.427247,0.807657,28.993969,41.799731,21.762849,28.485134,30.282536,13.106189
"WBGene00000285",16.28207,16.12098,17.232939,14.834919,12.5633,15.864695,12.038059,7.55528,16.89625,26.678902,0.02389,6.196785,9.046012,1.143759,4.676785,2.74616,6.389671,3.999498
"WBGene00000286",10.564098,10.185979,17.227403,9.957208,7.352718,12.083107,7.136987,4.637654,9.955685,28.845385,187.762626,4.816499,13.138776,14.626083,17.481003,21.897729,28.190557,60.384413
"WBGene00000287",6.990705,8.838337,0.918714,4.761439,4.781309,2.108398,6.005842,2.350842,2.224879,2.670144,0,1.155354,5.259506,9.919868,2.084116,2.025692,2.498238,5.437198
"WBGene00000288",6.765128,5.813784,4.339664,5.181735,4.71753,2.919551,4.643941,2.527947,1.995439,7.860686,70.88465,2.707175,92.97879,449.410929,168.678143,77.152183,79.501817,47.635283
"WBGene00000289",7.685,7.671068,7.041152,8.483254,7.973021,4.982397,5.725943,5.807314,2.019115,10.494422,0,4.900275,11.21196,17.28074,16.844401,12.845261,21.890562,9.877408
"WBGene00000292",50.846632,45.471253,52.126962,58.843434,56.208819,40.125729,49.38585,39.387751,29.989397,0,0,0,0,0,0,0,0,0
"WBGene00000293",63.551998,59.229208,63.386311,64.198096,66.090527,44.593438,52.812956,52.22594,40.988441,49.021064,208.953396,20.000006,65.728785,52.001086,85.494997,50.13514,71.843621,55.890909
"WBGene00000294",5.127135,5.292543,5.863557,5.53764,5.320652,3.418971,3.729115,3.828268,1.165504,37.027686,0.016626,10.012543,23.320438,7.219689,14.714015,17.48332,9.489817,2.788123
"WBGene00000296",0.734571,0.639433,0.921178,0.471378,0.58494,0.438471,0.570086,0.33615,0.504485,0,0,0.079193,3.878941,0.65229,1.67261,2.914125,0.784964,0
"WBGene00000298",57.895345,61.651007,29.983644,59.716027,55.048291,59.857877,59.741586,32.573037,31.307227,24.163811,0,7.724488,14.031026,12.139914,2.591128,13.064442,13.116231,55.508061
"WBGene00000301",0.921347,0.661812,1.047824,1.230112,2.204893,0.318752,1.297823,2.171118,0.227044,0.737424,0,0,0.888049,0.666329,3.097925,4.658083,1.763467,1.057954
"WBGene00000302",1.836053,1.594554,1.6438,1.558288,1.0351,0.736323,1.158827,0.654722,0.605112,0.724863,0,3.746261,3.102372,0.468027,2.873525,0.711786,3.444544,0.009123
"WBGene00000366",14.698173,14.099087,6.946977,15.456266,15.987313,4.011488,8.524396,8.059797,1.665599,3.409993,36.227215,2.948231,11.420613,17.662107,16.11664,8.97964,16.866301,2.459273
